"","phylum","gene","description"
"2366","proteobacteria","FIG00932139","FIG00932140: hypothetical protein"
"2367","proteobacteria","FIG00482952","FIG00482954: hypothetical protein"
"2368","proteobacteria","FIG00794031","FIG00794032: hypothetical protein"
"2369","proteobacteria","FIG00794032","COG1872"
"2370","proteobacteria","FIG01225528","sensor histidine kinase, putative"
"2371","proteobacteria","FIG01218763","Predicted aminopeptidases"
"2372","proteobacteria","FIG00440098","FIG00440100: hypothetical protein"
"2373","proteobacteria","FIG00481696","FIG00481697: hypothetical protein"
"2374","proteobacteria","FIG00985849","PUTATIVE GLYCOSYLTRANSFERASE TRANSMEMBRANE PROTEIN"
"2375","proteobacteria","FIG00794956","FIG00794960: hypothetical protein"
"2376","proteobacteria","FIG00794955","ABC sugar transport ATP binding protein"
"2377","proteobacteria","FIG01004697","Bll5160 protein"
"2378","proteobacteria","FIG00974551","FIG00974553: hypothetical protein"
"2379","proteobacteria","FIG00553659","FMN-dependent NADH-azoreductase"
"2380","proteobacteria","FIG00634249","FIG003003: hypothetical protein"
"2381","proteobacteria","FIG01343745","COGs COG0050"
"2382","proteobacteria","FIG00002744","Glycogen branching enzyme, GH-57-type, archaeal (EC 2.4.1.18)"
"2383","proteobacteria","FIG00459000","FIG00459002: hypothetical protein"
"2384","proteobacteria","FIG01348134","Enoyl-CoA hydratase/isomerase"
"2385","proteobacteria","FIG00444283","FIG00444284: hypothetical protein"
"2386","proteobacteria","FIG00853025","periplasmic serine endoprotease"
"2387","proteobacteria","FIG00984476","probable amino acid ABC transporter, permease protein"
"2388","proteobacteria","FIG00984473","FIG00984475: hypothetical protein"
"2389","proteobacteria","FIG01605469","Integral membrane protein possibly involved in chromosome condensation"
"2390","proteobacteria","FIG00481337","FIG00481338: hypothetical protein"
"2391","proteobacteria","FIG01309630","Probable signal peptide protein"
"2392","proteobacteria","FIG00986165","putative HTH transcriptional regulator"
"2393","proteobacteria","FIG00481150","FIG00481151: hypothetical protein"
"2394","proteobacteria","FIG00003639","Chromate transport protein ChrA"
"2395","proteobacteria","FIG01004867","FIG01004869: hypothetical protein"
"2396","proteobacteria","FIG00004172","Response regulator of zinc sigma-54-dependent two-component system"
"2397","proteobacteria","FIG01303934","L-Cystine ABC transporter, periplasmic cystine-binding protein"
"2398","proteobacteria","FIG00932573","Asl0046 protein"
"2399","proteobacteria","FIG00019993","FIG019993: putative exported protein"
"2400","proteobacteria","FIG00071696","ATP-dependent DNA helicase UvrD/PcrA, proteobacterial paralog"
"2401","proteobacteria","FIG00462221","FIG00462223: hypothetical protein"
"2402","proteobacteria","FIG00858581","FIG00858582: hypothetical protein"
"2403","proteobacteria","FIG00440350","FIG00440353: hypothetical protein"
"2404","proteobacteria","FIG00792346","FIG00792347: hypothetical protein"
"2405","proteobacteria","FIG00792312","Amine oxidase [flavin-containing] (EC 1.4.3.4)"
"2406","proteobacteria","FIG00459217","FIG00459219: hypothetical protein"
"2407","proteobacteria","FIG00482689","FIG00482692: hypothetical protein"
"2408","proteobacteria","FIG00986369","FIG00986371: hypothetical protein"
"2409","proteobacteria","FIG00801557","Fosmidomycin resistance protein"
"2410","proteobacteria","FIG00793579","FIG00793580: hypothetical protein"
"2411","proteobacteria","FIG00985790","FIG00985792: hypothetical protein"
"2412","proteobacteria","FIG01956089","FIG002076: hypothetical protein"
"2413","proteobacteria","FIG00983658","FIG00983661: hypothetical protein"
"2414","proteobacteria","FIG01074086","FIG01074088: hypothetical protein"
"2415","proteobacteria","FIG00614545","Acylphosphate phosphohydrolase (EC 3.6.1.7), putative"
"2416","proteobacteria","FIG00001635","Translation elongation factor G-related protein"
"2417","proteobacteria","FIG01004167","FIG01004168: hypothetical protein"
"2418","proteobacteria","FIG00793775","FIG00793776: hypothetical protein"
"2419","proteobacteria","FIG00461125","FIG00461131: hypothetical protein"
"2420","proteobacteria","FIG00855146","ChrB domain protein"
"2421","proteobacteria","FIG00855144","Mlr4574 protein"
"2422","proteobacteria","FIG00481341","FIG00481344: hypothetical protein"
"2423","proteobacteria","FIG01006856","Cytochrome B561, bacterial"
"2424","proteobacteria","FIG00482491","FIG00482492: hypothetical protein"
"2425","proteobacteria","FIG00482496","FIG00482497: hypothetical protein"
"2426","proteobacteria","FIG00482497","FIG00482498: hypothetical protein"
"2427","proteobacteria","FIG00482498","FIG00482500: hypothetical protein"
"2428","proteobacteria","FIG00824845","FIG01128099: hypothetical protein"
"2429","proteobacteria","FIG00744654","Predicted permease, cadmium resistance protein"
"2430","proteobacteria","FIG00483208","FIG00483209: hypothetical protein"
"2431","proteobacteria","FIG01304812",NA
"2432","proteobacteria","FIG00984582","FIG00984583: hypothetical protein"
"2433","proteobacteria","FIG00983753","FIG00983754: hypothetical protein"
"2434","proteobacteria","FIG00440377","FIG00440381: hypothetical protein"
"2435","proteobacteria","FIG00460502","FIG00460503: hypothetical protein"
"2436","proteobacteria","FIG01586288",NA
"2437","proteobacteria","FIG00007828","Cold shock protein CspG"
"2438","proteobacteria","FIG00010507","Redox-sensing transcriptional regulator QorR, putative"
"2439","proteobacteria","FIG00481051","FIG00481052: hypothetical protein"
"2440","proteobacteria","FIG00481936","FIG00481938: hypothetical protein"
"2441","proteobacteria","FIG00481930","FIG00481931: hypothetical protein"
"2442","proteobacteria","FIG00439790","InterPro IPR001687:IPR006021 COGs COG1525"
"2443","proteobacteria","FIG00046742","Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)"
"2444","proteobacteria","FIG00794288","FIG00794289: hypothetical protein"
"2445","proteobacteria","FIG01382307","Outer membrane porin protein 32 precursor"
"2446","proteobacteria","FIG00483392","L-O-lysylphosphatidylglycerol synthase (EC 2.3.2.3)"
"2447","proteobacteria","FIG00483399","FIG00483400: hypothetical protein"
"2448","proteobacteria","FIG00792272","FIG00792273: hypothetical protein"
"2449","proteobacteria","FIG00483641","ferredoxin, Rieske 2Fe-2S family"
"2450","proteobacteria","FIG00791774","FIG00791776: hypothetical protein"
"2451","proteobacteria","FIG00791771","FIG00791773: hypothetical protein"
"2452","proteobacteria","FIG01000257","hydroxylase"
"2453","proteobacteria","FIG00452682","FIG00452683: hypothetical protein"
"2454","proteobacteria","FIG01579215","hypothetical protein bll5443"
"2455","proteobacteria","FIG00793840","FIG00793841: hypothetical protein"
"2456","proteobacteria","FIG01304998",NA
"2457","proteobacteria","FIG00340332","Nudix hydrolase family protein YffH"
"2458","proteobacteria","FIG01005607","Possible outer membrane protein, possible porin precursor"
"2459","proteobacteria","FIG01005603","Bll8057 protein"
"2460","proteobacteria","FIG00983542","FIG00983544: hypothetical protein"
"2461","proteobacteria","FIG00780717","blr5428; hypothetical protein"
"2462","proteobacteria","FIG00443623","Mll1762 protein"
"2463","proteobacteria","FIG00794337","FIG00794340: hypothetical protein"
"2464","proteobacteria","FIG00445923","INTEGRAL MEMBRANE PROTEIN (Rhomboid family)"
"2465","proteobacteria","FIG00445927","FIG00445928: hypothetical protein"
"2466","proteobacteria","FIG00481879","FIG00481880: hypothetical protein"
"2467","proteobacteria","FIG00480835","FIG00480836: hypothetical protein"
"2468","proteobacteria","FIG00793311","FIG00793313: hypothetical protein"
"2469","proteobacteria","FIG00147842","Peptidase C14, caspase catalytic subunit p20"
"2470","proteobacteria","FIG01797860","zinc-binding oxidoreductase"
"2471","proteobacteria","FIG00676694","Ni,Fe-hydrogenase III small subunit"
"2472","proteobacteria","FIG00467222",NA
"2473","proteobacteria","FIG01362534","Oligopeptide transport system permease protein AppC"
"2474","proteobacteria","FIG01393742","Periplasmic alpha-galactoside-binding protein precursor"
"2475","proteobacteria","FIG00008307",NA
"2476","proteobacteria","FIG00464912","FIG00464913: hypothetical protein"
"2477","proteobacteria","FIG01336752","blr6059; putative cyclase"
"2478","proteobacteria","FIG01955952","Hydrogenase-4 component B / Formate hydrogenlyase subunit 3"
"2479","proteobacteria","FIG00459042","FIG00459043: hypothetical protein"
"2480","proteobacteria","FIG00441627","FIG00441633: hypothetical protein"
"2481","proteobacteria","FIG00441620","FIG00441621: hypothetical protein"
"2482","proteobacteria","FIG00010967","benzoate degradation ring-cleavage hydrolase"
"2483","proteobacteria","FIG00791876","FIG00791877: hypothetical protein"
"2484","proteobacteria","FIG00793435","FIG00793437: hypothetical protein"
"2485","proteobacteria","FIG00793434","NADH oxidoreductase"
"2486","proteobacteria","FIG00793437","FIG00793438: hypothetical protein"
"2487","proteobacteria","FIG00984506","FIG00984507: hypothetical protein"
"2488","proteobacteria","FIG00968463","CcsA-related protein"
"2489","proteobacteria","FIG01645187","blr3473; probable sulfate transporter"
"2490","proteobacteria","FIG00931449","Poly-beta-hydroxyalkanoate depolymerase"
"2491","proteobacteria","FIG00460582","FIG00460583: hypothetical protein"
"2492","proteobacteria","FIG00460583","FIG00460584: hypothetical protein"
"2493","proteobacteria","FIG00985967","putative LacI family transcriptional regulatory protein"
"2494","proteobacteria","FIG00779449","blr2286; hypothetical protein"
"2495","proteobacteria","FIG00953546","Sensory box sensor histidine kinase/response regulator (EC 2.7.3.-)"
"2496","proteobacteria","FIG01296651","GDP-mannose pyrophosphatase YffH"
"2497","proteobacteria","FIG01954148","Alkan-1-ol dehydrogenase, PQQ-dependent (EC 1.1.99.20)"
"2498","proteobacteria","FIG00483944","FIG00483945: hypothetical protein"
"2499","proteobacteria","FIG00854132","Bll5807 protein"
"2500","proteobacteria","FIG00852996","Bsr4694 protein"
"2501","proteobacteria","FIG01410483","FIG045343: Transcriptional regulator, MarR family"
"2502","proteobacteria","FIG00792589","FIG00792590: hypothetical protein"
"2503","proteobacteria","FIG00985921","putative glyoxylase"
"2504","proteobacteria","FIG00481229","FIG00481231: hypothetical protein"
"2505","proteobacteria","FIG00482590","FIG00482592: hypothetical protein"
"2506","proteobacteria","FIG00443209","Bll4385 protein"
"2507","proteobacteria","FIG00794438","FIG00794439: hypothetical protein"
"2508","proteobacteria","FIG00105721","Benzoate transport, inner-membrane translocator precursor"
"2509","proteobacteria","FIG00133200","Benzoate-CoA ligase (EC 6.2.1.25)"
"2510","proteobacteria","FIG01518517","blr1246; unknown protein"
"2511","proteobacteria","FIG00464763","FIG00464764: hypothetical protein"
"2512","proteobacteria","FIG00457175","Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain"
"2513","proteobacteria","FIG00481890","FIG00481891: hypothetical protein"
"2514","proteobacteria","FIG00481894","FIG00481895: hypothetical protein"
"2515","proteobacteria","FIG01282019","Rhodanese-related sulfurtransferase( EC:2.8.1.1 )"
"2516","proteobacteria","FIG01304247",NA
"2517","proteobacteria","FIG00791633","FIG00791636: hypothetical protein"
"2518","proteobacteria","FIG00482656","FIG00482658: hypothetical protein"
"2519","proteobacteria","FIG00481558","FIG00481559: hypothetical protein"
"2520","proteobacteria","FIG01006920","InterPro IPR001687 COGs COG0683"
"2521","proteobacteria","FIG00480723","FIG00480724: hypothetical protein"
"2522","proteobacteria","FIG00453110","FIG00453112: hypothetical protein"
"2523","proteobacteria","FIG00661929",NA
"2524","proteobacteria","FIG00456760","FIG00456762: hypothetical protein"
"2525","proteobacteria","FIG01852524","FIG00986943: hypothetical protein"
"2526","proteobacteria","FIG00983378","FIG00983379: hypothetical protein"
"2527","proteobacteria","FIG01004746","blr2548; putative chemotaxis protein"
"2528","proteobacteria","FIG00003581","Nitrogenase FeMo-cofactor carrier protein NifX"
"2529","proteobacteria","FIG00483620","FIG00483625: hypothetical protein"
"2530","proteobacteria","FIG00481201","FIG00481202: hypothetical protein"
"2531","proteobacteria","FIG01462574","Bsr0701 protein"
"2532","proteobacteria","FIG00462104","FIG00462110: hypothetical protein"
"2533","proteobacteria","FIG01447551","gamma-tocopherol methyltransferase (EC 2.1.1.95)"
"2534","proteobacteria","FIG00931284","FIG00931285: hypothetical protein"
"2535","proteobacteria","FIG00956700","RND efflux transporter"
"2536","proteobacteria","FIG00054739","Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component"
"2537","proteobacteria","FIG01698607","FIG01095233: hypothetical protein"
"2538","proteobacteria","FIG00793927","FIG00793928: hypothetical protein"
"2539","proteobacteria","FIG00793921","FIG00793922: hypothetical protein"
"2540","proteobacteria","FIG00063325","N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27)"
"2541","proteobacteria","FIG00441000","FIG00441001: hypothetical protein"
"2542","proteobacteria","FIG01124919",NA
"2543","proteobacteria","FIG00985239","FIG00985240: hypothetical protein"
"2544","proteobacteria","FIG00021623","Nitrogenase FeMo-cofactor synthesis molybdenum delivery protein NifQ"
"2545","proteobacteria","FIG00027125","Nitrate ABC transporter, nitrate-binding protein"
"2546","proteobacteria","FIG00002474","Transcriptional regulator, PadR family"
"2547","proteobacteria","FIG01326826","Bll0480 protein"
"2548","proteobacteria","FIG00984628","FIG00984631: hypothetical protein"
"2549","proteobacteria","FIG00006889","L-rhamnose isomerase (EC 5.3.1.14)"
"2550","proteobacteria","FIG01258694","Alkyl hydroperoxide reductase subunit C-like protein"
"2551","proteobacteria","FIG00634893","COG1451: Predicted metal-dependent hydrolase"
"2552","proteobacteria","FIG01318870","DnaJ homolog subfamily B member 6"
"2553","proteobacteria","FIG01076454","FIG01076455: hypothetical protein"
"2554","proteobacteria","FIG00440224","FIG00440226: hypothetical protein"
"2555","proteobacteria","FIG00440229","Bll5254 protein"
"2556","proteobacteria","FIG00481403","FIG00481404: hypothetical protein"
"2557","proteobacteria","FIG00095943","Methane monooxygenase regulatory protein B"
"2558","proteobacteria","FIG01231651","ATP-dependent RNA helicase"
"2559","proteobacteria","FIG00819984","Protein tyrosine phosphatase (EC 3.1.3.48)"
"2560","proteobacteria","FIG00483115","FIG00483120: hypothetical protein"
"2561","proteobacteria","FIG00481986","FIG00481987: hypothetical protein"
"2562","proteobacteria","FIG00481983","FIG00985688: hypothetical protein"
"2563","proteobacteria","FIG00481989","FIG00481990: hypothetical protein"
"2564","proteobacteria","FIG00455411","FIG00455412: hypothetical protein"
"2565","proteobacteria","FIG00099259","Response regulator NasT"
"2566","proteobacteria","FIG00440140","FIG00440141: hypothetical protein"
"2567","proteobacteria","FIG01340838","Probable transcriptional regulator lrhA"
"2568","proteobacteria","FIG00986866","putative AsnC family transcriptional regulator"
