"","phylum","gene","description"
"3906","proteobacteria","FIG00640374","FIG00640380: hypothetical protein"
"3907","proteobacteria","FIG00642746","FIG00642749: hypothetical protein"
"3908","proteobacteria","FIG01403345","Putative amino-acid transporter periplasmic solute-binding protein"
"3909","proteobacteria","FIG01367905","microcin M activity protein McmM"
"3910","proteobacteria","FIG01323171","FIG00644614: hypothetical protein"
"3911","proteobacteria","FIG01393188","transporter, LysE family protein"
"3912","proteobacteria","FIG01934734","protein of unknown function DUF1345"
"3913","proteobacteria","FIG01659782","HecB-like protein"
"3914","proteobacteria","FIG01203164","FIG01203168: hypothetical protein"
"3915","proteobacteria","FIG01338908","PspA"
"3916","proteobacteria","FIG00639500",NA
"3917","proteobacteria","FIG00639504","Z5092 protein"
"3918","proteobacteria","FIG01365326","FIG00640376: hypothetical protein"
"3919","proteobacteria","FIG00640821","FIG00640822: hypothetical protein"
"3920","proteobacteria","FIG00099352","FIG099352: hypothetical protein"
"3921","proteobacteria","FIG01340767","FIG01068028: hypothetical protein"
"3922","proteobacteria","FIG00638370","FIG00638371: hypothetical protein"
"3923","proteobacteria","FIG01473879",NA
"3924","proteobacteria","FIG01305083","Phage DNA binding protein Roi"
"3925","proteobacteria","FIG01047234","FIG01047235: hypothetical protein"
"3926","proteobacteria","FIG01224157","FIG01224161: hypothetical protein"
"3927","proteobacteria","FIG00526092","capsular polysaccharide biosynthsis protein"
"3928","proteobacteria","FIG00732733",NA
"3929","proteobacteria","FIG01753522","FIG00642860: hypothetical protein"
"3930","proteobacteria","FIG01220708","FIG01220709: hypothetical protein"
"3931","proteobacteria","FIG01045695","FIG01045697: hypothetical protein"
"3932","proteobacteria","FIG00147632","Putative 3-hydroxyacyl-coa dehydrogenase"
"3933","proteobacteria","FIG01351696","gpR"
"3934","proteobacteria","FIG00731920","FIG00731921: hypothetical protein"
"3935","proteobacteria","FIG00976525","FIG00976526: hypothetical protein"
"3936","proteobacteria","FIG00008615","Fructoselysine transporter FrlA, cationic amino acid permease"
"3937","proteobacteria","FIG00008542","Glucuronide transport facilitator UidC"
"3938","proteobacteria","FIG00643165","FIG00643171: hypothetical protein"
"3939","proteobacteria","FIG00731385","FIG00731387: hypothetical protein"
"3940","proteobacteria","FIG01338710","stability (stb) locus of IncFII plasmid NR1; similar to SwissProt accession number P11907"
"3941","proteobacteria","FIG00637870","Head decoration protein"
"3942","proteobacteria","FIG00637879","FIG00637880: hypothetical protein"
"3943","proteobacteria","FIG01324048","Probable short-chain dehydrogenase"
"3944","proteobacteria","FIG00510389","FIG00510390: hypothetical protein"
"3945","proteobacteria","FIG01381822","hypothetical protein"
"3946","proteobacteria","FIG01544560","Plasmid replication protein"
"3947","proteobacteria","FIG00439841","blr3951; hypothetical protein"
"3948","proteobacteria","FIG01283220","Small terminase subunit"
"3949","proteobacteria","FIG00134577","IncI1 plasmid conjugative transfer protein TraC"
"3950","proteobacteria","FIG01336907","translocated intimin receptor Tir"
"3951","proteobacteria","FIG01308163","6-hexanolactone hydrolase"
"3952","proteobacteria","FIG01330500","Tir chaperone"
"3953","proteobacteria","FIG01463854","FIG01068212: hypothetical protein"
"3954","proteobacteria","FIG01846475","RelE-like Cytotoxic translational repressor of toxin-antitoxin stability system"
"3955","proteobacteria","FIG00743782","Arylesterase (EC 3.1.1.2)"
"3956","proteobacteria","FIG01046429","FIG01046430: hypothetical protein"
"3957","proteobacteria","FIG00622494","Sodium/alanine symporter"
"3958","proteobacteria","FIG01322270","TerW"
"3959","proteobacteria","FIG01305595","Enterotoxin, A subunit (NAD(+)--diphthamide ADP- ribosyltransferase) (EC 2.4.2.36)"
"3960","proteobacteria","FIG01405942","Fatty acyl responsive regulator"
"3961","proteobacteria","FIG00135950","IncI1 plasmid conjugative transfer protein TraF"
"3962","proteobacteria","FIG01476761","FIG01224136: hypothetical protein"
"3963","proteobacteria","FIG01004211","FIG01004212: hypothetical protein"
"3964","proteobacteria","FIG00128165","putative endopeptidase"
"3965","proteobacteria","FIG00975532","nitrogen regulatory protein P-II (GlnB, GlnK)"
"3966","proteobacteria","FIG01795029","protein of unknown function DUF1320"
"3967","proteobacteria","FIG00135373","Conjugative transfer protein PSLT093"
"3968","proteobacteria","FIG01068177","FIG01068181: hypothetical protein"
"3969","proteobacteria","FIG00732902","FIG00732904: hypothetical protein"
"3970","proteobacteria","FIG01361718","Putative Rhs-family protein"
"3971","proteobacteria","FIG00895011","heat shock protease, integral membrane protein"
"3972","proteobacteria","FIG00732736",NA
"3973","proteobacteria","FIG01550318","Putative inner membrane protein"
"3974","proteobacteria","FIG00581054","FIG00581055: hypothetical protein"
"3975","proteobacteria","FIG01429358","FIG00350640: hypothetical protein"
"3976","proteobacteria","FIG01343047","Type III restriction-modification system restriction subunit (EC 3.1.21.5)"
"3977","proteobacteria","FIG01418730","hypothetical protein, putative transcription regulator with helix-turn-helix domain"
"3978","proteobacteria","FIG01047712","FIG01047714: hypothetical protein"
"3979","proteobacteria","FIG00640663","FIG00640666: hypothetical protein"
"3980","proteobacteria","FIG00629692","FIG00629693: hypothetical protein"
"3981","proteobacteria","FIG01960079","RecA protein"
"3982","proteobacteria","FIG00020606","IncI1 plasmid conjugative transfer ATPase PilQ"
"3983","proteobacteria","FIG01442984","Carbohydrate-selective porin OprB"
"3984","proteobacteria","FIG01304772","Glucuronide transporter UidB"
"3985","proteobacteria","FIG00147868","Putative HTH-type transcriptional regulator YdjF"
"3986","proteobacteria","FIG01273109","Phage endopeptidase (EC 3.4.-.-) Rz"
"3987","proteobacteria","FIG00630330","Activator of (R)-2-hydroxyglutaryl-CoA dehydratase"
"3988","proteobacteria","FIG00147247","3-oxoadipate enol-lactone hydrolase/4-carboxymuconolactone decarboxylase"
"3989","proteobacteria","FIG00946928","FIG00946929: hypothetical protein"
"3990","proteobacteria","FIG01315541","FIG00638583: hypothetical protein"
"3991","proteobacteria","FIG01334623","FIG00641630: hypothetical protein"
"3992","proteobacteria","FIG01196967","FIG01196968: hypothetical protein"
"3993","proteobacteria","FIG01004785","Mlr0010 protein"
"3994","proteobacteria","FIG01007464","FIG01007466: hypothetical protein"
"3995","proteobacteria","FIG01945896","Pectate lyase/Amb allergen"
"3996","proteobacteria","FIG01102370",NA
"3997","proteobacteria","FIG01356500","YD repeat"
"3998","proteobacteria","FIG00641847","FIG00641850: hypothetical protein"
"3999","proteobacteria","FIG01740218","FIG00467295: hypothetical protein"
"4000","proteobacteria","FIG01391016","Putative secretion protein"
"4001","proteobacteria","FIG00638045","FIG00638046: hypothetical protein"
"4002","proteobacteria","FIG00642780",NA
"4003","proteobacteria","FIG01046671","FIG01046673: hypothetical protein"
"4004","proteobacteria","FIG01222141","FIG01222144: hypothetical protein"
"4005","proteobacteria","FIG01222144","YafW protein (antitoxin to YkfI)"
"4006","proteobacteria","FIG00641783","FIG00641784: hypothetical protein"
"4007","proteobacteria","FIG00453749","FIG00453751: hypothetical protein"
"4008","proteobacteria","FIG00639395","FIG00639396: hypothetical protein"
"4009","proteobacteria","FIG00018888","Glycosyltransferase IroB"
"4010","proteobacteria","FIG00639029","FIG00639030: hypothetical protein"
"4011","proteobacteria","FIG00731419","FIG00731420: hypothetical protein"
"4012","proteobacteria","FIG01404196","FIG00643138: hypothetical protein"
"4013","proteobacteria","FIG01045612","FIG023365: hypothetical protein in cluster with pertussis-like toxin"
"4014","proteobacteria","FIG00731785","FIG00731788: hypothetical protein"
"4015","proteobacteria","FIG00070318","COGs COG3146"
"4016","proteobacteria","FIG01202548","FIG01202549: hypothetical protein"
"4017","proteobacteria","FIG01055823","FIG01055826: hypothetical protein"
"4018","proteobacteria","FIG00638030","FIG00638031: hypothetical protein"
"4019","proteobacteria","FIG01075239","PROBABLE AMINOGLYCOSIDE N3'-ACETYLTRANSFERASE PROTEIN( EC:2.3.1.81 )"
"4020","proteobacteria","FIG01319802","YbjC protein, clustered with oxygen-insensitive NADPH nitroreductase"
"4021","proteobacteria","FIG01327422","FIG01048072: hypothetical protein"
"4022","proteobacteria","FIG00641426",NA
"4023","proteobacteria","FIG00883884",NA
"4024","proteobacteria","FIG00553553","FIG00553556: hypothetical protein"
"4025","proteobacteria","FIG01281867","putative oxygenase"
"4026","proteobacteria","FIG00135644","IncF plasmid conjugative transfer protein TrbF"
"4027","proteobacteria","FIG00963550","Putative 2-component regulator"
"4028","proteobacteria","FIG00640231","FIG00640233: hypothetical protein"
"4029","proteobacteria","FIG00961798","opine ABC transporter, permease protein, putative"
"4030","proteobacteria","FIG01381089","FIG00642546: hypothetical protein"
"4031","proteobacteria","FIG00638236","orf, conserved hypothetical protein"
"4032","proteobacteria","FIG00638231","corresponds to STY4175 from Accession AL513382: Salmonella typhi CT18"
"4033","proteobacteria","FIG01353802","may contain ATP/GTP binding motif"
"4034","proteobacteria","FIG01047179","Relaxase /helicase"
"4035","proteobacteria","FIG01047371","LysC"
"4036","proteobacteria","FIG00011116","Fimbriae usher protein StfC"
"4037","proteobacteria","FIG01955936","Phage endolysin"
"4038","proteobacteria","FIG01221870","FIG01221871: hypothetical protein"
"4039","proteobacteria","FIG00553392","Putative luxR family bacterial regulatory protein"
"4040","proteobacteria","FIG01320453","Conjugative transfer protein 123"
"4041","proteobacteria","FIG00642295","FIG00642297: hypothetical protein"
"4042","proteobacteria","FIG00638088","FIG00638089: hypothetical protein"
"4043","proteobacteria","FIG01471007","Eae protein"
"4044","proteobacteria","FIG00732403",NA
"4045","proteobacteria","FIG00643041",NA
"4046","proteobacteria","FIG01505239","FIG00243360: hypothetical protein"
"4047","proteobacteria","FIG00637931","FIG00637932: hypothetical protein"
"4048","proteobacteria","FIG00641353","FIG00641354: hypothetical protein"
"4049","proteobacteria","FIG01426489","FIG00644632: hypothetical protein"
"4050","proteobacteria","FIG01368323","PI protein"
"4051","proteobacteria","FIG00955953","putative enzyme; Integration, recombination (Phage or Prophage Related)"
"4052","proteobacteria","FIG00137767","Legionaminic acid biosynthesis protein PtmG"
"4053","proteobacteria","FIG01384385","6'-N-acetyltransferase"
"4054","proteobacteria","FIG01317529","Putative phosphosugar isomerase"
"4055","proteobacteria","FIG01388377","FIG00352595: hypothetical protein"
"4056","proteobacteria","FIG00497791","FIG00497792: hypothetical protein"
"4057","proteobacteria","FIG00626874","FIG00640946: hypothetical protein"
"4058","proteobacteria","FIG01347938","putative repressor protein"
"4059","proteobacteria","FIG01386429","FIG00766138: hypothetical protein"
"4060","proteobacteria","FIG01045325","FIG01045326: hypothetical protein"
"4061","proteobacteria","FIG01045328","FIG01045330: hypothetical protein"
"4062","proteobacteria","FIG01355917","FIG00351591: hypothetical protein"
"4063","proteobacteria","FIG01458769","putative iron complex outermembrane recepter protein"
"4064","proteobacteria","FIG01683024","FIG01220318: hypothetical protein"
"4065","proteobacteria","FIG01047480","FIG01047481: hypothetical protein"
"4066","proteobacteria","FIG00006375","Uncharacterized protein YhaL"
"4067","proteobacteria","FIG00643365","FIG01048479: hypothetical protein"
"4068","proteobacteria","FIG01064267","Repressor protein CI"
"4069","proteobacteria","FIG00432423","ortholog of Bordetella pertussis (BX470248) BP3290"
"4070","proteobacteria","FIG00639319","FIG00639321: hypothetical protein"
"4071","proteobacteria","FIG00639318","FIG00639319: hypothetical protein"
"4072","proteobacteria","FIG00031493","Putative carbohydrate PTS system, IIC component (EC 2.7.1.69)"
"4073","proteobacteria","FIG01201758","Anticodon nuclease"
"4074","proteobacteria","FIG00638956",NA
"4075","proteobacteria","FIG00638951","FIG00638952: hypothetical protein"
"4076","proteobacteria","FIG01743220","unknown protein encoded in prophage CP-933I"
"4077","proteobacteria","FIG00688781","FIG00688782: hypothetical protein"
"4078","proteobacteria","FIG01959825",NA
"4079","proteobacteria","FIG00441523","bll4670; hypothetical protein"
"4080","proteobacteria","FIG00002411","YjbH-like, GTP pyrophosphokinase domain"
"4081","proteobacteria","FIG01727035","FIG00639473: hypothetical protein"
"4082","proteobacteria","FIG00732052","FIG00732053: hypothetical protein"
"4083","proteobacteria","FIG01471139","MchD protein"
"4084","proteobacteria","FIG00639846","gene 66 protein"
"4085","proteobacteria","FIG01049310","Type II restriction enzyme, methylase subunits"
"4086","proteobacteria","FIG00640982","FIG01070144: hypothetical protein"
"4087","proteobacteria","FIG00977978","FIG00977980: hypothetical protein"
"4088","proteobacteria","FIG00006126","FIG006126: DNA helicase, restriction/modification system component YeeB"
"4089","proteobacteria","FIG00644403","FIG00644405: hypothetical protein"
"4090","proteobacteria","FIG01370830","FIG00451338: hypothetical protein"
"4091","proteobacteria","FIG00148885","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [bacillibactin] siderophore @ 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis"
"4092","proteobacteria","FIG00765612","FIG00765617: hypothetical protein"
"4093","proteobacteria","FIG00638855","FIG00638856: hypothetical protein"
"4094","proteobacteria","FIG00243703","IncI1 plasmid conjugative transfer protein TraK"
"4095","proteobacteria","FIG00979028","FIG00979031: hypothetical protein"
"4096","proteobacteria","FIG00552954","D-glutamate deacylase"
"4097","proteobacteria","FIG01400079","AatB"
"4098","proteobacteria","FIG00732069","probable fimbrial protein staA"
"4099","proteobacteria","FIG01046270","FIG01046273: hypothetical protein"
"4100","proteobacteria","FIG01799877","FIG01049046: hypothetical protein"
"4101","proteobacteria","FIG00948277","Puative phophotriesterase"
"4102","proteobacteria","FIG00028182","IncF plasmid conjugative transfer regulator TraJ"
"4103","proteobacteria","FIG00641520","FIG00641523: hypothetical protein"
"4104","proteobacteria","FIG00604942","amidohydrolase family protein"
"4105","proteobacteria","FIG00004424","Enterobactin exporter EntS"
"4106","proteobacteria","FIG00639470","FIG00639471: hypothetical protein"
"4107","proteobacteria","FIG01365151","putative protein"
"4108","proteobacteria","FIG00114297","Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)"
"4109","proteobacteria","FIG00643651","FIG00643653: hypothetical protein"
